Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge
1824.0,78.0,9.89,N/A,3-Wheeler,SLOW,99.0
1825.0,55.0,8.54,116.0,,SLOW,39.0
1826.0,,8.06,217.0,Bus,fast,75.0
1827.0,41.0,6.57,186.0,Bus,Fast,
1828.0,70.0,2.0,439.0,,fast,71.0
1829.0,32.0,9.69,378.0,car,,58.0
1830.0,38.0,6.75,268.0,2-Wheeler,Moderate,77.0
1831.0,47.0,3.44,377.0,Car,,28.0
1832.0,44.0,4.9,371.0,,fast,52.0
1833.0,41.0,8.73,N/A,Bus,fast,35.0
1834.0,73.0,6.2,393.0,,SLOW,30.0
1835.0,,1.6,472.0,car,Moderate,57.0
1836.0,33.0,8.77,196.0,Car,Moderate,66.0
1837.0,,,280.0,Bus,Moderate,41.0
1838.0,96.0,,280.0,car,fast,64.0
1839.0,42.0,5.81,,CAR,fast,67.0
1840.0,98.0,7.02,255.0,2-Wheeler,Moderate,29.0
1841.0,,,,3-Wheeler,Moderate,54.0
1842.0,85.0,8.2,N/A,2-Wheeler,SLOW,63.0
1843.0,38.0,2.22,188.0,2-Wheeler,,13.0
1844.0,48.0,6.07,164.0,,fast,32.0
1845.0,71.0,5.11,363.0,3-Wheeler,Moderate,16.0
1846.0,41.0,2.84,163.0,Car,Moderate,60.0
1847.0,84.0,7.35,341.0,Bus,SLOW,73.0
1848.0,85.0,0.87,147.0,,Moderate,50.0
1849.0,34.0,2.95,338.0,,SLOW,98.0
1850.0,77.0,error,424.0,car,,21.0
1851.0,73.0,2.95,579.0,car,SLOW,10.0
1852.0,66.0,6.46,133.0,,Moderate,82.0
1853.0,43.0,1.89,N/A,2-Wheeler,Moderate,28.0
1854.0,35.0,3.99,167.0,Car,Fast,
1855.0,71.0,1.77,253.0,Bus,Slow,77.0
1856.0,34.0,9.84,466.0,,Slow,30.0
1857.0,54.0,1.01,268.0,2-Wheeler,Slow,
1858.0,86.0,0.86,301.0,car,Moderate,58.0
,56.0,7.74,258.0,Car,SLOW,53.0
1860.0,28.0,5.48,521.0,3-Wheeler,,12.0
1861.0,77.0,4.28,N/A,car,Slow,51.0
1862.0,53.0,8.55,336.0,CAR,SLOW,18.0
1863.0,unknown,9.85,323.0,,Slow,
1864.0,,3.61,587.0,,Fast,49.0
1865.0,,9.4,541.0,Car,,78.0
1866.0,48.0,5.59,561.0,Bus,,34.0
,53.0,3.6,,Bus,Moderate,24.0
1868.0,86.0,2.53,576.0,CAR,Moderate,99.0
1869.0,,7.49,417.0,car,SLOW,79.0
1870.0,69.0,9.31,445.0,car,Slow,
1871.0,22.0,1.38,269.0,3-Wheeler,Moderate,71.0
1872.0,71.0,6.25,,Bus,SLOW,
1873.0,46.0,6.0,313.0,car,Moderate,26.0
1874.0,20.0,5.75,486.0,,Slow,22.0
1875.0,85.0,0.64,360.0,Car,SLOW,91.0
1876.0,92.0,7.37,493.0,,Moderate,91.0
1877.0,63.0,5.1,422.0,,fast,
1878.0,51.0,7.03,395.0,Bus,Slow,45.0
1879.0,46.0,8.36,113.0,,Moderate,40.0
,79.0,6.45,391.0,Car,Moderate,57.0
1881.0,82.0,5.7,254.0,,fast,80.0
1882.0,35.0,6.13,199.0,Bus,Slow,40.0
1883.0,38.0,7.27,429.0,Car,Fast,50.0
1884.0,48.0,1.44,529.0,2-Wheeler,SLOW,61.0
1885.0,23.0,5.81,426.0,Car,Fast,83.0
1886.0,,2.62,476.0,Bus,fast,23.0
1887.0,56.0,0.77,394.0,3-Wheeler,Fast,
1888.0,,9.28,401.0,,Fast,89.0
1889.0,41.0,,426.0,Car,,51.0
1890.0,94.0,0.69,161.0,car,,48.0
1891.0,49.0,4.33,344.0,Car,Slow,95.0
1892.0,98.0,0.87,414.0,2-Wheeler,Slow,10.0
1893.0,31.0,1.67,,car,,
1894.0,39.0,5.8,N/A,Bus,Moderate,52.0
1895.0,53.0,2.61,276.0,car,Fast,95.0
1896.0,80.0,9.89,N/A,,Slow,88.0
1897.0,84.0,9.75,391.0,car,,69.0
1898.0,62.0,6.71,366.0,,Slow,17.0
1899.0,54.0,2.43,N/A,CAR,Slow,25.0
1900.0,47.0,4.08,228.0,car,SLOW,50.0
1901.0,unknown,9.76,390.0,2-Wheeler,SLOW,
1902.0,66.0,5.74,226.0,,SLOW,48.0
1903.0,75.0,7.88,501.0,CAR,Fast,85.0
,62.0,9.12,N/A,Car,Moderate,28.0
1905.0,61.0,8.61,148.0,car,,51.0
1906.0,90.0,6.05,519.0,,Slow,22.0
1907.0,65.0,0.91,316.0,,Moderate,
1908.0,,6.88,483.0,Bus,fast,92.0
1909.0,,3.89,527.0,2-Wheeler,Slow,70.0
1910.0,,8.73,477.0,3-Wheeler,Fast,10.0
1911.0,92.0,3.6,414.0,,Moderate,17.0
1912.0,66.0,8.95,,3-Wheeler,fast,64.0
1913.0,61.0,9.66,423.0,Car,Fast,55.0
1914.0,72.0,3.8,136.0,2-Wheeler,Fast,
1915.0,27.0,8.78,467.0,Bus,Fast,25.0
1916.0,92.0,9.19,183.0,,SLOW,40.0
1917.0,89.0,4.24,,Car,Moderate,12.0
1918.0,43.0,4.77,N/A,CAR,Moderate,61.0
1919.0,23.0,8.93,176.0,,,68.0
1920.0,43.0,9.3,514.0,car,,80.0
1921.0,99.0,2.36,214.0,2-Wheeler,,62.0
1922.0,unknown,5.0,512.0,2-Wheeler,,48.0
,92.0,8.99,172.0,car,Moderate,88.0
1924.0,,7.63,307.0,car,,96.0
1925.0,51.0,1.96,389.0,,,71.0
1926.0,78.0,4.37,124.0,Car,Moderate,60.0
1927.0,94.0,1.94,222.0,,Slow,95.0
,85.0,4.26,497.0,3-Wheeler,SLOW,78.0
1929.0,59.0,5.67,178.0,3-Wheeler,Slow,
1930.0,58.0,error,260.0,Car,SLOW,45.0
1931.0,65.0,0.76,373.0,,SLOW,96.0
1932.0,36.0,0.87,258.0,car,Slow,96.0
1933.0,,9.06,567.0,2-Wheeler,SLOW,50.0
1934.0,64.0,8.58,111.0,,Slow,80.0
1935.0,44.0,,N/A,CAR,,82.0
1936.0,24.0,1.15,334.0,,Slow,14.0
1937.0,54.0,1.89,133.0,car,fast,71.0
1938.0,62.0,9.97,N/A,2-Wheeler,,
,30.0,7.67,267.0,,Slow,63.0
1940.0,83.0,,146.0,car,Slow,57.0
1941.0,38.0,1.3,188.0,CAR,Slow,62.0
1942.0,33.0,4.77,109.0,,Moderate,26.0
1943.0,99.0,6.09,362.0,,,53.0
1944.0,43.0,error,200.0,CAR,fast,95.0
1945.0,30.0,4.02,223.0,2-Wheeler,,93.0
1946.0,39.0,6.77,491.0,Bus,Slow,99.0
1947.0,,,N/A,,SLOW,57.0
1948.0,50.0,8.07,578.0,CAR,Fast,30.0
1949.0,91.0,,157.0,Bus,SLOW,25.0
1950.0,61.0,error,238.0,car,SLOW,34.0
1951.0,67.0,error,468.0,Car,SLOW,43.0
1952.0,22.0,4.65,267.0,car,fast,25.0
1953.0,55.0,9.12,381.0,3-Wheeler,,67.0
1954.0,29.0,4.63,,3-Wheeler,Fast,89.0
1955.0,51.0,5.42,,,Slow,66.0
1956.0,81.0,2.69,106.0,Bus,SLOW,
1957.0,unknown,5.48,374.0,3-Wheeler,Moderate,38.0
1958.0,92.0,9.99,549.0,CAR,Slow,24.0
1959.0,,2.63,153.0,2-Wheeler,Slow,72.0
1960.0,31.0,1.32,315.0,2-Wheeler,,
1961.0,66.0,6.98,178.0,3-Wheeler,fast,72.0
1962.0,56.0,7.95,338.0,Car,SLOW,11.0
1963.0,54.0,1.18,469.0,CAR,SLOW,17.0
1964.0,21.0,1.43,167.0,Car,Slow,35.0
1965.0,41.0,1.08,172.0,3-Wheeler,,12.0
1966.0,43.0,1.55,168.0,car,Fast,58.0
1967.0,45.0,8.72,N/A,,Fast,72.0
1968.0,44.0,4.93,590.0,,Moderate,60.0
1969.0,,7.74,527.0,3-Wheeler,Fast,34.0
1970.0,68.0,1.79,295.0,Bus,fast,35.0
1971.0,74.0,0.91,203.0,car,SLOW,62.0
1972.0,34.0,7.86,563.0,,Fast,56.0
1973.0,76.0,8.81,319.0,CAR,Slow,
1974.0,65.0,6.97,222.0,car,SLOW,54.0
1975.0,35.0,5.27,277.0,Bus,fast,76.0
,,4.1,530.0,2-Wheeler,Moderate,
1977.0,67.0,8.7,346.0,Bus,,28.0
1978.0,92.0,4.63,173.0,3-Wheeler,fast,
1979.0,66.0,8.15,376.0,,fast,68.0
1980.0,76.0,7.95,575.0,,,64.0
1981.0,91.0,error,,,fast,41.0
,83.0,6.55,274.0,CAR,Fast,95.0
,,4.39,367.0,Car,Fast,98.0
1984.0,86.0,7.71,183.0,CAR,,82.0
1985.0,,1.4,328.0,Bus,Slow,26.0
1986.0,68.0,4.4,,CAR,Moderate,
1987.0,35.0,8.83,124.0,3-Wheeler,,23.0
1988.0,,,N/A,Car,,
1989.0,76.0,4.87,527.0,,Fast,
1990.0,63.0,4.61,471.0,2-Wheeler,SLOW,27.0
,,1.7,,,Fast,77.0
1992.0,74.0,3.82,366.0,Car,Fast,32.0
1993.0,34.0,4.19,435.0,Car,,56.0
1994.0,,3.89,445.0,Car,,39.0
1995.0,76.0,7.36,563.0,CAR,,45.0
1996.0,48.0,,140.0,CAR,SLOW,40.0
1997.0,41.0,5.26,190.0,Bus,Fast,51.0
1998.0,54.0,4.74,550.0,Car,fast,15.0
1999.0,84.0,4.83,348.0,3-Wheeler,,76.0
2000.0,,9.6,,2-Wheeler,Fast,86.0
2001.0,71.0,3.87,580.0,car,Fast,16.0
2002.0,94.0,4.76,545.0,Bus,Slow,46.0
,89.0,5.73,,car,fast,40.0
2004.0,53.0,2.5,144.0,Car,fast,29.0
2005.0,26.0,7.68,,Bus,fast,48.0
2006.0,,4.03,464.0,3-Wheeler,,34.0
2007.0,49.0,3.73,374.0,3-Wheeler,Moderate,82.0
2008.0,35.0,1.24,,Car,Fast,84.0
2009.0,91.0,2.74,,CAR,,65.0
2010.0,39.0,8.86,541.0,Car,,75.0
2011.0,78.0,1.48,315.0,CAR,,29.0
2012.0,61.0,9.49,249.0,CAR,,14.0
,40.0,6.77,391.0,car,,12.0
2014.0,78.0,4.3,508.0,2-Wheeler,fast,
2015.0,unknown,7.86,205.0,CAR,,24.0
2016.0,unknown,1.94,N/A,3-Wheeler,SLOW,23.0
2017.0,75.0,6.58,,Car,SLOW,53.0
2018.0,95.0,2.51,306.0,3-Wheeler,,85.0
,96.0,8.36,115.0,Car,Slow,41.0
,20.0,2.65,167.0,2-Wheeler,Moderate,55.0
,38.0,4.91,555.0,Car,Fast,45.0
2022.0,90.0,2.63,249.0,CAR,Fast,61.0
2023.0,44.0,5.26,302.0,Bus,Fast,88.0
2024.0,unknown,2.49,408.0,,,53.0
2025.0,29.0,error,327.0,,SLOW,57.0
2026.0,41.0,6.67,260.0,Car,Fast,83.0
2027.0,77.0,2.21,442.0,Bus,,
2028.0,64.0,8.91,339.0,,,10.0
2029.0,56.0,9.18,136.0,Car,SLOW,54.0
2030.0,25.0,3.39,329.0,CAR,,
2031.0,54.0,8.64,502.0,CAR,Fast,66.0
2032.0,82.0,4.79,595.0,2-Wheeler,fast,75.0
,89.0,3.69,522.0,3-Wheeler,Fast,
2034.0,77.0,,405.0,,,
2035.0,46.0,5.27,,Bus,fast,61.0
2036.0,33.0,4.71,100.0,,SLOW,90.0
2037.0,35.0,3.05,,,fast,13.0
,47.0,3.88,166.0,CAR,,44.0
2039.0,,3.59,310.0,Car,Fast,54.0
2040.0,65.0,,N/A,Bus,Fast,93.0
2041.0,53.0,,195.0,car,Slow,
2042.0,47.0,0.7,275.0,2-Wheeler,SLOW,90.0
2043.0,29.0,6.64,,Car,,44.0
2044.0,83.0,3.38,,,Moderate,92.0
2045.0,unknown,error,456.0,Bus,SLOW,
,86.0,3.54,285.0,,fast,14.0
2047.0,43.0,7.89,269.0,2-Wheeler,SLOW,60.0
2048.0,unknown,5.11,158.0,CAR,Moderate,57.0
2049.0,25.0,5.79,157.0,Bus,SLOW,61.0
2050.0,82.0,,363.0,2-Wheeler,Fast,30.0
,36.0,4.31,268.0,,Fast,36.0
2052.0,95.0,5.64,393.0,CAR,fast,72.0
2053.0,82.0,7.95,338.0,Car,Fast,30.0
2054.0,47.0,error,585.0,Bus,Moderate,
2055.0,52.0,6.89,530.0,CAR,Fast,35.0
2056.0,,9.07,,3-Wheeler,Slow,30.0
2057.0,49.0,1.24,,Car,Moderate,
2058.0,32.0,5.75,423.0,Bus,SLOW,88.0
2059.0,89.0,7.69,466.0,2-Wheeler,fast,47.0
,80.0,9.8,335.0,CAR,fast,94.0
2061.0,24.0,5.81,395.0,car,,90.0
2062.0,28.0,8.89,113.0,2-Wheeler,Moderate,95.0
,78.0,7.64,194.0,car,fast,93.0
2064.0,91.0,6.55,,car,SLOW,53.0
2065.0,33.0,6.21,190.0,,Moderate,24.0
2066.0,95.0,0.93,296.0,,Fast,
2067.0,64.0,6.21,208.0,car,SLOW,85.0
2068.0,86.0,7.45,405.0,,Slow,36.0
2069.0,84.0,9.13,244.0,2-Wheeler,Fast,75.0
,43.0,2.02,366.0,,,
,,4.57,258.0,,,89.0
2072.0,82.0,2.51,260.0,Bus,Slow,57.0
2073.0,59.0,8.29,321.0,CAR,Fast,20.0
2074.0,24.0,1.54,522.0,,SLOW,70.0
2075.0,38.0,7.04,429.0,CAR,,63.0
2076.0,,error,574.0,3-Wheeler,fast,91.0
2077.0,72.0,7.03,432.0,car,,42.0
2078.0,55.0,1.06,237.0,2-Wheeler,Moderate,
2079.0,29.0,0.95,121.0,3-Wheeler,SLOW,98.0
2080.0,67.0,2.45,,Car,SLOW,50.0
2081.0,80.0,9.44,561.0,car,fast,90.0
2082.0,53.0,3.96,152.0,3-Wheeler,fast,74.0
2083.0,,4.3,169.0,car,Slow,19.0
2084.0,40.0,8.39,,CAR,fast,88.0
,,6.01,,,Fast,79.0
2086.0,68.0,6.73,499.0,,fast,23.0
,83.0,9.56,528.0,Bus,Moderate,37.0
2088.0,77.0,4.87,N/A,2-Wheeler,,11.0
2089.0,82.0,2.73,352.0,,,23.0
2090.0,49.0,2.69,315.0,,SLOW,11.0
,64.0,8.38,125.0,,,16.0
2092.0,51.0,8.07,290.0,2-Wheeler,,54.0
,78.0,5.19,433.0,,Fast,54.0
2094.0,unknown,7.21,169.0,Car,Fast,
2095.0,22.0,9.94,102.0,,fast,75.0
2096.0,,1.93,407.0,Bus,SLOW,81.0
2097.0,,1.96,401.0,CAR,Fast,56.0
2098.0,22.0,9.89,306.0,car,Slow,10.0
2099.0,66.0,5.48,214.0,,Slow,69.0
2100.0,34.0,3.02,311.0,3-Wheeler,SLOW,13.0
2101.0,40.0,3.7,,car,SLOW,81.0
2102.0,48.0,,131.0,,,31.0
2103.0,99.0,5.37,440.0,CAR,Slow,14.0
2104.0,,1.86,240.0,car,,17.0
2105.0,,0.58,353.0,Car,fast,23.0
2106.0,39.0,3.37,,,fast,80.0
2107.0,74.0,8.59,,,fast,55.0
2108.0,94.0,4.54,189.0,Bus,fast,39.0
2109.0,30.0,1.26,411.0,,SLOW,71.0
2110.0,76.0,1.39,418.0,2-Wheeler,Slow,38.0
2111.0,78.0,5.34,265.0,Car,Fast,56.0
2112.0,71.0,4.74,459.0,,SLOW,21.0
2113.0,86.0,5.3,482.0,3-Wheeler,Moderate,
2114.0,52.0,8.22,,Car,Moderate,63.0
,24.0,,135.0,Car,Moderate,23.0
2116.0,93.0,1.49,370.0,car,,57.0
2117.0,81.0,7.98,,2-Wheeler,Moderate,30.0
,95.0,1.19,442.0,Bus,Slow,37.0
2119.0,90.0,6.33,194.0,3-Wheeler,SLOW,54.0
2120.0,40.0,7.8,N/A,Bus,,87.0
,67.0,,N/A,3-Wheeler,,20.0
2122.0,,6.18,185.0,3-Wheeler,,
2123.0,68.0,1.0,113.0,car,SLOW,71.0
,92.0,4.63,498.0,Car,Fast,
2125.0,48.0,8.62,256.0,,Slow,55.0
2126.0,57.0,7.52,564.0,car,,15.0
2127.0,47.0,7.72,376.0,3-Wheeler,,
,,8.54,,Car,Moderate,38.0
2129.0,39.0,,368.0,Car,fast,27.0
2130.0,93.0,5.31,309.0,Car,SLOW,93.0
2131.0,98.0,2.64,555.0,3-Wheeler,SLOW,18.0
2132.0,27.0,2.54,N/A,car,,52.0
,34.0,8.79,387.0,Bus,Fast,86.0
2134.0,36.0,9.13,528.0,2-Wheeler,SLOW,59.0
2135.0,56.0,1.34,200.0,Bus,Moderate,73.0
2136.0,63.0,1.32,,Bus,fast,40.0
2137.0,89.0,3.4,556.0,Bus,Slow,85.0
2138.0,83.0,3.88,290.0,CAR,Fast,49.0
2139.0,76.0,4.18,186.0,2-Wheeler,fast,26.0
,51.0,5.98,348.0,Bus,Fast,98.0
2141.0,36.0,7.26,330.0,CAR,fast,10.0
,,8.64,,Bus,Slow,79.0
2143.0,unknown,error,517.0,,Moderate,25.0
,53.0,1.17,352.0,3-Wheeler,Fast,81.0
2145.0,31.0,8.03,382.0,car,fast,68.0
2146.0,62.0,4.88,296.0,2-Wheeler,,
2147.0,22.0,6.27,396.0,Car,Fast,19.0
2148.0,67.0,4.68,334.0,car,SLOW,
2149.0,49.0,3.84,240.0,,SLOW,71.0
2150.0,30.0,1.47,245.0,car,,93.0
2151.0,70.0,2.1,570.0,2-Wheeler,Slow,81.0
2152.0,52.0,0.65,,,SLOW,49.0
2153.0,40.0,3.84,188.0,,Slow,41.0
2154.0,81.0,4.15,,,,22.0
2155.0,33.0,7.97,295.0,,Slow,85.0
2156.0,91.0,5.28,187.0,3-Wheeler,,66.0
2157.0,43.0,6.1,312.0,Bus,fast,27.0
,91.0,1.67,534.0,car,Slow,77.0
2159.0,72.0,8.96,184.0,Bus,Fast,14.0
2160.0,26.0,5.78,519.0,Bus,Fast,57.0
2161.0,,3.6,319.0,2-Wheeler,fast,41.0
2162.0,54.0,,303.0,Bus,Slow,76.0
2163.0,47.0,8.32,590.0,3-Wheeler,fast,90.0
2164.0,25.0,8.62,294.0,3-Wheeler,fast,93.0
2165.0,38.0,9.78,,Car,Moderate,51.0
2166.0,21.0,0.73,,3-Wheeler,Moderate,38.0
,90.0,6.75,,,,36.0
,47.0,7.58,394.0,,Fast,61.0
,85.0,9.87,451.0,CAR,,79.0
2170.0,69.0,9.63,N/A,,Slow,
2171.0,59.0,4.47,N/A,Car,SLOW,50.0
2172.0,50.0,8.59,571.0,Car,Slow,26.0
2173.0,32.0,7.53,450.0,CAR,,54.0
2174.0,95.0,2.89,,2-Wheeler,Fast,36.0
2175.0,72.0,error,,Car,,44.0
2176.0,65.0,2.27,300.0,3-Wheeler,SLOW,59.0
2177.0,56.0,4.41,323.0,,Fast,16.0
2178.0,23.0,4.36,226.0,3-Wheeler,fast,92.0
2179.0,32.0,4.69,362.0,Car,Slow,66.0
2180.0,,9.88,,car,fast,34.0
2181.0,65.0,3.26,490.0,,Fast,66.0
2182.0,81.0,4.13,281.0,,Moderate,92.0
2183.0,26.0,,555.0,CAR,fast,78.0
2184.0,92.0,5.66,480.0,car,Slow,32.0
2185.0,60.0,9.37,355.0,car,,98.0
2186.0,90.0,,534.0,,Moderate,70.0
2187.0,56.0,4.25,438.0,Car,Fast,24.0
2188.0,69.0,7.93,455.0,,Moderate,17.0
2189.0,56.0,9.4,191.0,Car,Fast,62.0
2190.0,81.0,9.05,226.0,3-Wheeler,,17.0
2191.0,71.0,2.36,488.0,CAR,Moderate,23.0
2192.0,95.0,,435.0,Car,,20.0
2193.0,77.0,7.24,170.0,,Slow,83.0
2194.0,51.0,error,N/A,car,,94.0
2195.0,36.0,6.16,N/A,,SLOW,66.0
2196.0,30.0,,161.0,Bus,Slow,30.0
2197.0,,6.52,505.0,3-Wheeler,,44.0
2198.0,91.0,7.2,465.0,Bus,,15.0
,,8.1,379.0,car,,23.0
,41.0,8.42,214.0,Car,Slow,37.0
2201.0,38.0,3.84,566.0,,fast,60.0
2202.0,62.0,9.11,,2-Wheeler,,78.0
2203.0,96.0,2.02,226.0,,fast,93.0
2204.0,unknown,,139.0,,Fast,64.0
2205.0,65.0,6.69,450.0,CAR,Moderate,99.0
,25.0,0.65,258.0,CAR,SLOW,26.0
2207.0,91.0,1.96,107.0,car,,
2208.0,97.0,7.67,531.0,Car,fast,85.0
2209.0,95.0,1.32,N/A,car,Fast,64.0
2210.0,61.0,8.79,142.0,,Fast,46.0
2211.0,88.0,6.29,570.0,,Slow,47.0
2212.0,34.0,2.31,211.0,Car,Fast,30.0
2213.0,79.0,6.29,145.0,CAR,,55.0
2214.0,80.0,8.97,400.0,Bus,fast,95.0
2215.0,87.0,1.45,492.0,car,fast,50.0
2216.0,26.0,1.43,349.0,,fast,74.0
2217.0,51.0,7.51,429.0,car,fast,
2218.0,43.0,3.71,163.0,,Moderate,87.0
,93.0,6.03,308.0,2-Wheeler,SLOW,
2220.0,83.0,8.84,306.0,3-Wheeler,SLOW,24.0
2221.0,91.0,1.44,514.0,Bus,fast,
2222.0,49.0,5.69,,CAR,,20.0
2223.0,27.0,error,521.0,car,Moderate,72.0
2224.0,54.0,2.75,100.0,CAR,,75.0
2225.0,39.0,3.38,318.0,2-Wheeler,SLOW,45.0
2226.0,53.0,,341.0,2-Wheeler,,88.0
2227.0,84.0,8.48,290.0,Bus,Moderate,97.0
2228.0,33.0,error,110.0,2-Wheeler,,89.0
2229.0,22.0,3.67,323.0,3-Wheeler,Fast,62.0
2230.0,48.0,error,290.0,,SLOW,81.0
2231.0,47.0,1.18,,Car,,71.0
2232.0,88.0,1.01,171.0,,Moderate,94.0
2233.0,85.0,3.57,N/A,,Moderate,60.0
2234.0,94.0,,386.0,Bus,,
2235.0,29.0,,,,SLOW,90.0
,40.0,2.19,598.0,Bus,,12.0
2237.0,89.0,4.49,574.0,,Moderate,88.0
,70.0,8.2,306.0,Car,Slow,
2239.0,49.0,7.06,463.0,,Fast,98.0
2240.0,41.0,,N/A,3-Wheeler,fast,80.0
2241.0,80.0,7.62,,car,Moderate,21.0
2242.0,96.0,0.96,562.0,2-Wheeler,Moderate,34.0
2243.0,74.0,8.57,231.0,Car,fast,39.0
2244.0,48.0,5.05,369.0,car,Slow,92.0
2245.0,68.0,4.95,166.0,Car,SLOW,19.0
2246.0,78.0,1.31,,CAR,,94.0
2247.0,42.0,error,204.0,2-Wheeler,Moderate,72.0
2248.0,22.0,3.43,164.0,car,SLOW,88.0
2249.0,24.0,1.88,482.0,2-Wheeler,Slow,22.0
2250.0,unknown,1.48,155.0,,SLOW,
2251.0,,1.27,526.0,3-Wheeler,,
2252.0,45.0,5.62,268.0,Bus,Fast,68.0
2253.0,43.0,6.95,130.0,,,39.0
2254.0,51.0,6.35,110.0,3-Wheeler,Slow,26.0
2255.0,56.0,8.79,150.0,car,Fast,
2256.0,86.0,3.54,345.0,Bus,Fast,87.0
2257.0,79.0,,N/A,,,33.0
2258.0,87.0,2.11,360.0,Bus,,58.0
2259.0,22.0,7.26,102.0,CAR,SLOW,
2260.0,23.0,9.21,368.0,3-Wheeler,Slow,74.0
,36.0,7.13,227.0,Car,fast,25.0
2262.0,81.0,9.16,433.0,CAR,,32.0
2263.0,47.0,2.93,438.0,Car,,16.0
2264.0,21.0,8.89,,3-Wheeler,SLOW,16.0
2265.0,84.0,,256.0,CAR,fast,59.0
2266.0,41.0,0.98,469.0,2-Wheeler,,19.0
2267.0,26.0,1.2,,CAR,Slow,89.0
,41.0,1.27,N/A,,Slow,56.0
2269.0,25.0,4.3,516.0,car,,35.0
2270.0,36.0,7.89,N/A,Car,SLOW,16.0
2271.0,69.0,5.0,367.0,,fast,70.0
2272.0,39.0,3.05,124.0,CAR,SLOW,45.0
2273.0,,9.13,180.0,car,SLOW,14.0
,53.0,7.43,378.0,,,12.0
2275.0,97.0,,522.0,3-Wheeler,Slow,88.0
,59.0,9.19,562.0,2-Wheeler,SLOW,50.0
2277.0,,4.44,591.0,Car,Fast,65.0
2278.0,24.0,7.82,221.0,,Moderate,89.0
,,4.23,342.0,car,Fast,84.0
,27.0,6.36,595.0,,Fast,69.0
2281.0,91.0,0.51,N/A,,Moderate,19.0
2282.0,24.0,2.49,N/A,2-Wheeler,Fast,38.0
2283.0,98.0,,123.0,2-Wheeler,,
2284.0,22.0,3.62,521.0,,fast,41.0
2285.0,33.0,,290.0,2-Wheeler,Slow,39.0
2286.0,53.0,,567.0,,Slow,78.0
2287.0,83.0,4.92,420.0,car,Moderate,62.0
2288.0,25.0,8.93,270.0,car,Moderate,66.0
2289.0,81.0,4.6,381.0,CAR,Moderate,29.0
2290.0,56.0,8.17,140.0,Bus,Moderate,97.0
2291.0,72.0,4.95,363.0,Bus,fast,72.0
2292.0,35.0,7.37,471.0,Bus,Fast,86.0
2293.0,,2.86,560.0,,Moderate,84.0
2294.0,22.0,2.18,514.0,car,fast,68.0
,95.0,3.43,348.0,3-Wheeler,Fast,53.0
2296.0,41.0,8.79,540.0,3-Wheeler,,47.0
2297.0,51.0,5.39,408.0,CAR,Moderate,16.0
2298.0,63.0,,451.0,3-Wheeler,Slow,
2299.0,48.0,10.0,265.0,CAR,Slow,39.0
2300.0,80.0,2.88,347.0,2-Wheeler,,71.0
2301.0,22.0,2.11,457.0,,,54.0
2302.0,90.0,,224.0,,fast,73.0
2303.0,88.0,error,262.0,2-Wheeler,Fast,70.0
2304.0,,error,257.0,3-Wheeler,,35.0
2305.0,68.0,1.48,370.0,car,Slow,98.0
,69.0,9.37,566.0,Bus,fast,35.0
2307.0,83.0,5.28,223.0,CAR,SLOW,11.0
2308.0,49.0,8.59,160.0,,SLOW,
2309.0,25.0,7.18,333.0,3-Wheeler,Slow,64.0
2310.0,98.0,3.71,254.0,Bus,,99.0
2311.0,,6.57,N/A,Bus,Slow,73.0
2312.0,36.0,6.79,443.0,car,Slow,46.0
2313.0,83.0,5.35,561.0,2-Wheeler,SLOW,78.0
2314.0,68.0,8.9,380.0,2-Wheeler,SLOW,
2315.0,85.0,5.33,201.0,Car,Slow,95.0
,96.0,4.84,102.0,2-Wheeler,Moderate,65.0
2317.0,95.0,8.64,354.0,Car,,80.0
2318.0,37.0,1.87,174.0,3-Wheeler,Fast,51.0
2319.0,83.0,1.05,,,SLOW,11.0
2320.0,96.0,7.95,341.0,,,10.0
2321.0,35.0,3.59,167.0,3-Wheeler,Fast,34.0
2322.0,unknown,8.55,153.0,2-Wheeler,Fast,23.0
2323.0,93.0,0.83,,CAR,Fast,
,90.0,3.62,383.0,,SLOW,88.0
2325.0,87.0,,N/A,,Moderate,75.0
2326.0,66.0,5.71,418.0,3-Wheeler,Fast,60.0
2327.0,70.0,3.23,403.0,2-Wheeler,Fast,88.0
,20.0,4.83,117.0,CAR,Fast,27.0
2329.0,39.0,,455.0,,Moderate,80.0
2330.0,99.0,7.55,320.0,2-Wheeler,fast,64.0
2331.0,21.0,5.14,395.0,2-Wheeler,,65.0
2332.0,71.0,3.65,467.0,Car,Slow,13.0
2333.0,80.0,9.85,554.0,CAR,SLOW,87.0
2334.0,62.0,,366.0,,,46.0
2335.0,67.0,,364.0,CAR,,
2336.0,20.0,9.13,482.0,Bus,,
2337.0,75.0,8.84,183.0,Car,Slow,72.0
2338.0,94.0,error,537.0,3-Wheeler,Moderate,17.0
2339.0,32.0,4.37,385.0,car,fast,15.0
2340.0,39.0,7.87,332.0,2-Wheeler,fast,86.0
2341.0,68.0,2.42,325.0,CAR,SLOW,76.0
2342.0,26.0,,149.0,Bus,SLOW,85.0
2343.0,40.0,7.97,128.0,car,,99.0
2344.0,38.0,3.73,334.0,,fast,59.0
2345.0,,,583.0,Car,fast,57.0
2346.0,45.0,2.79,268.0,Bus,fast,14.0
